gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,61,Yes,No,Month-to-month,Yes,Bank transfer,32.72,2041.09,0
Male,0,No,Yes,58,Yes,Fiber optic,Two year,No,Credit card,57.18,3273.44,0
Male,0,Yes,No,59,Yes,Fiber optic,Month-to-month,No,Electronic check,61.63,3573.98,0
Male,1,Yes,No,62,Yes,DSL,One year,No,Credit card,60.43,3778.63,0
Male,0,No,No,17,Yes,No,Month-to-month,Yes,Electronic check,24.18,451.35,1
Male,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,No,Electronic check,74.3,109.24,1
Female,0,Yes,Yes,12,No,Fiber optic,Month-to-month,No,Bank transfer,69.89,884.31,0
Female,0,Yes,No,18,Yes,DSL,One year,No,Electronic check,48.34,972.86,0
Female,0,No,Yes,50,Yes,No,One year,Yes,Bank transfer,19.56,1045.33,0
Female,0,No,No,37,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,60.45,2296.2,0
Female,0,No,No,34,Yes,No,Month-to-month,No,Credit card,36.22,1247.19,1
Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.54,60.35,1
Male,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Yes,Electronic check,61.69,3081.71,0
Male,0,No,No,27,No,Fiber optic,Month-to-month,Yes,Electronic check,61.17,1673.63,1
Female,0,No,No,55,Yes,No,Two year,Yes,Mailed check,22.22,1159.22,0
Male,0,Yes,No,9,Yes,DSL,Month-to-month,Yes,Electronic check,52.72,436.01,1
Male,0,No,Yes,22,Yes,DSL,Month-to-month,No,Electronic check,48.55,996.71,0
Male,1,No,Yes,4,No,Fiber optic,Month-to-month,No,Credit card,79.0,327.76,1
Female,0,No,No,21,Yes,Fiber optic,Month-to-month,Yes,Credit card,69.61,1465.96,0
Male,0,No,No,67,No,Fiber optic,Month-to-month,Yes,Credit card,69.08,4595.72,0
Female,0,Yes,No,36,Yes,Fiber optic,One year,No,Electronic check,89.3,3255.82,0
Male,0,Yes,No,32,Yes,Fiber optic,One year,Yes,Bank transfer,65.8,2053.37,0
Male,0,Yes,Yes,20,Yes,Fiber optic,Two year,Yes,Electronic check,83.12,1627.91,0
Male,0,Yes,No,20,Yes,DSL,Month-to-month,Yes,Mailed check,61.57,1270.43,1
Male,1,No,Yes,49,Yes,No,One year,Yes,Mailed check,34.03,1713.91,0
Female,0,No,Yes,71,No,DSL,Two year,No,Credit card,34.59,2416.1,0
Male,0,No,No,54,Yes,Fiber optic,Two year,Yes,Bank transfer,70.25,3805.1,0
Male,1,Yes,No,54,Yes,No,Two year,No,Electronic check,25.88,1358.58,0
Female,0,No,No,34,Yes,DSL,Month-to-month,Yes,Bank transfer,50.16,1695.57,0
Female,0,Yes,Yes,8,No,DSL,Two year,No,Credit card,41.5,339.19,0
Male,0,No,No,53,No,DSL,Two year,No,Electronic check,56.05,2998.67,0
Female,0,Yes,No,59,Yes,Fiber optic,One year,Yes,Credit card,77.88,4610.8,0
Female,0,Yes,No,37,Yes,Fiber optic,One year,Yes,Electronic check,79.36,2949.98,0
Male,0,Yes,No,7,No,DSL,Two year,Yes,Electronic check,46.94,274.66,0
Female,1,No,No,52,Yes,No,Month-to-month,No,Credit card,21.52,1138.45,0
Female,0,Yes,No,67,Yes,DSL,One year,No,Electronic check,52.81,3565.82,0
Female,0,Yes,Yes,17,Yes,Fiber optic,One year,Yes,Bank transfer,84.05,1463.3,0
Male,0,Yes,Yes,12,Yes,Fiber optic,One year,Yes,Electronic check,70.56,810.74,0
Male,0,No,No,54,Yes,DSL,One year,No,Bank transfer,53.62,2941.26,0
Male,0,Yes,No,24,Yes,DSL,Month-to-month,No,Bank transfer,48.12,1089.02,1
Female,0,Yes,Yes,52,Yes,No,Month-to-month,Yes,Credit card,20.97,1068.9,0
Female,0,Yes,Yes,51,Yes,Fiber optic,Month-to-month,Yes,Credit card,75.27,3824.99,0
Male,0,Yes,No,20,Yes,DSL,One year,Yes,Bank transfer,49.15,919.88,0
Male,0,No,No,4,Yes,Fiber optic,One year,No,Mailed check,73.23,278.38,0
Female,0,No,Yes,41,Yes,Fiber optic,Two year,Yes,Electronic check,74.06,3047.53,0
Female,0,Yes,No,30,Yes,DSL,One year,No,Bank transfer,52.78,1492.11,0
Female,0,No,No,62,Yes,Fiber optic,One year,Yes,Mailed check,74.46,4596.79,0
Male,0,Yes,No,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.18,1555.26,1
Female,0,No,Yes,18,Yes,DSL,One year,Yes,Credit card,42.69,870.5,0
Male,0,Yes,No,62,Yes,No,Two year,No,Electronic check,24.66,1539.54,0
Female,0,Yes,Yes,53,Yes,DSL,One year,Yes,Electronic check,49.85,2648.34,0
Male,0,Yes,No,45,Yes,DSL,Two year,No,Credit card,45.82,2073.5,0
Male,0,Yes,No,69,Yes,DSL,Two year,Yes,Bank transfer,51.93,3613.4,0
Male,0,No,No,57,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.27,4453.3,1
Female,0,No,Yes,63,Yes,Fiber optic,One year,No,Electronic check,79.5,4930.32,0
Female,0,No,No,58,Yes,No,Month-to-month,No,Mailed check,36.3,2170.91,1
Male,0,Yes,Yes,29,Yes,DSL,Month-to-month,Yes,Bank transfer,39.48,1207.21,0
Female,0,No,No,5,Yes,Fiber optic,Month-to-month,No,Electronic check,60.7,300.18,1
Male,0,Yes,No,44,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,67.68,2971.98,0
Male,0,No,No,56,Yes,DSL,Month-to-month,Yes,Electronic check,50.64,2680.7,0
Male,1,No,No,72,Yes,DSL,One year,No,Electronic check,53.09,3760.28,0
Female,0,Yes,No,50,No,Fiber optic,Month-to-month,No,Electronic check,65.58,3304.94,0
Male,1,Yes,No,41,Yes,DSL,Month-to-month,Yes,Electronic check,52.56,2214.99,0
Female,0,Yes,No,42,Yes,Fiber optic,Month-to-month,No,Electronic check,73.87,3138.98,0
Male,1,No,No,9,No,Fiber optic,Month-to-month,Yes,Bank transfer,64.36,575.45,0
Male,1,No,Yes,1,Yes,DSL,Two year,No,Bank transfer,73.75,170.04,1
Male,0,Yes,No,4,Yes,No,Month-to-month,No,Electronic check,25.17,150.94,0
Female,0,No,Yes,66,Yes,Fiber optic,Month-to-month,No,Bank transfer,78.41,5155.37,0
Male,1,No,No,57,Yes,Fiber optic,Two year,No,Electronic check,70.36,4119.63,0
Female,1,Yes,Yes,19,Yes,Fiber optic,Two year,No,Mailed check,79.59,1457.4,0
Female,1,No,Yes,31,Yes,Fiber optic,One year,No,Credit card,75.8,2276.21,1
Male,0,Yes,No,35,Yes,Fiber optic,One year,Yes,Bank transfer,76.85,2668.69,0
Female,0,No,Yes,18,Yes,DSL,Month-to-month,Yes,Bank transfer,48.41,833.45,1
Female,1,Yes,No,31,Yes,Fiber optic,One year,No,Electronic check,87.41,2691.46,1
Male,0,No,No,26,No,DSL,Month-to-month,Yes,Electronic check,38.06,1029.46,1
Male,0,Yes,Yes,51,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.59,3955.39,0
Male,0,Yes,Yes,55,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,70.95,3901.84,0
Female,0,Yes,No,8,Yes,DSL,One year,No,Bank transfer,41.85,337.74,0
Male,0,No,Yes,34,Yes,No,Month-to-month,Yes,Credit card,40.62,1265.46,0
Female,0,Yes,Yes,72,Yes,DSL,Month-to-month,No,Electronic check,64.79,4589.12,0
Female,0,No,Yes,63,Yes,DSL,Month-to-month,No,Credit card,33.41,2085.56,0
Female,0,No,No,58,Yes,DSL,One year,Yes,Bank transfer,51.41,2939.63,0
Male,1,No,Yes,53,Yes,Fiber optic,Month-to-month,No,Electronic check,80.65,4262.86,1
Female,0,No,Yes,1,Yes,DSL,Month-to-month,Yes,Electronic check,53.53,123.74,0
Male,0,No,No,71,Yes,Fiber optic,Month-to-month,No,Bank transfer,82.12,5826.8,0
Male,0,Yes,No,53,Yes,Fiber optic,One year,No,Electronic check,80.46,4198.27,0
Male,1,No,Yes,64,Yes,DSL,Month-to-month,Yes,Bank transfer,57.12,3616.03,0
Male,0,Yes,Yes,66,Yes,No,Two year,Yes,Bank transfer,43.22,2938.05,0
Male,0,No,No,19,Yes,DSL,Month-to-month,Yes,Mailed check,57.49,1168.93,1
Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,67.19,96.98,0
Male,0,No,No,48,Yes,DSL,Month-to-month,No,Bank transfer,45.58,2109.72,0
Male,0,No,No,34,Yes,Fiber optic,Month-to-month,Yes,Mailed check,79.95,2733.64,0
Female,1,Yes,Yes,2,No,No,Month-to-month,No,Credit card,23.66,66.5,1
Male,0,No,No,20,No,DSL,Month-to-month,No,Electronic check,46.72,935.68,1
Female,0,Yes,No,72,Yes,DSL,Two year,No,Credit card,48.08,3433.26,1
Female,1,Yes,No,27,Yes,DSL,Month-to-month,Yes,Electronic check,57.85,1543.82,1
Female,0,No,Yes,19,Yes,DSL,Month-to-month,Yes,Electronic check,48.45,888.56,1
Female,1,No,Yes,48,No,No,Month-to-month,No,Bank transfer,19.46,876.83,0
Female,0,Yes,Yes,48,No,Fiber optic,Month-to-month,No,Electronic check,79.3,3874.7,1
Female,0,No,Yes,24,Yes,Fiber optic,Month-to-month,No,Electronic check,66.76,1646.36,0
Female,1,No,Yes,62,Yes,No,Month-to-month,Yes,Electronic check,46.16,2847.67,0
Female,0,No,No,42,No,No,Month-to-month,Yes,Bank transfer,27.43,1169.67,0
Male,0,No,Yes,12,No,Fiber optic,Month-to-month,No,Bank transfer,80.14,981.17,1
Male,1,Yes,No,24,Yes,DSL,Two year,No,Electronic check,60.05,1558.34,0
Female,0,Yes,Yes,62,Yes,DSL,One year,Yes,Mailed check,60.52,3795.87,0
Male,0,No,Yes,7,Yes,DSL,Two year,No,Electronic check,54.56,423.66,0
Female,0,No,No,1,No,DSL,Month-to-month,Yes,Credit card,51.88,53.78,1
Male,0,Yes,No,48,Yes,DSL,Two year,Yes,Electronic check,58.75,2798.28,1
Male,0,No,No,32,Yes,DSL,Month-to-month,Yes,Bank transfer,69.89,2305.62,1
Female,0,No,No,19,Yes,DSL,Month-to-month,Yes,Mailed check,47.84,941.57,0
Female,0,No,Yes,34,Yes,Fiber optic,Two year,Yes,Bank transfer,76.36,2554.76,0
Female,0,Yes,Yes,14,Yes,DSL,Month-to-month,Yes,Credit card,49.96,722.13,0
Male,0,Yes,No,27,Yes,DSL,Month-to-month,Yes,Electronic check,54.05,1501.22,0
Female,1,Yes,No,17,Yes,DSL,Two year,Yes,Bank transfer,55.34,835.99,1
Female,0,No,No,43,No,Fiber optic,One year,Yes,Mailed check,52.74,2221.7,1
Female,1,No,Yes,49,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,73.4,3614.74,0
Female,0,Yes,No,66,Yes,Fiber optic,Month-to-month,No,Mailed check,78.0,5051.78,0
Female,1,No,No,5,Yes,DSL,Month-to-month,No,Electronic check,48.88,156.09,1
Female,0,No,Yes,24,Yes,DSL,Two year,Yes,Electronic check,57.37,1363.36,1
Male,0,Yes,Yes,20,Yes,DSL,Month-to-month,Yes,Electronic check,51.47,1053.98,1
Female,1,Yes,No,42,Yes,DSL,Month-to-month,No,Credit card,53.47,2272.63,0
Female,0,No,No,39,Yes,Fiber optic,Month-to-month,No,Bank transfer,77.25,3091.87,1
Female,0,No,No,64,Yes,No,Two year,No,Electronic check,30.45,1952.91,0
Female,0,No,No,67,Yes,DSL,One year,No,Mailed check,53.36,3556.49,0
Female,0,No,No,56,Yes,DSL,Month-to-month,No,Bank transfer,58.13,3189.91,0
Male,0,Yes,Yes,15,No,Fiber optic,Two year,No,Mailed check,71.62,1055.07,0
Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Mailed check,56.84,205.9,1
Male,0,No,Yes,65,Yes,DSL,Two year,No,Bank transfer,46.98,3091.34,0
Male,0,Yes,No,68,Yes,DSL,Month-to-month,No,Electronic check,35.56,2431.31,0
Female,0,Yes,Yes,19,Yes,No,Month-to-month,No,Mailed check,30.26,602.3,0
Female,0,No,Yes,4,Yes,DSL,Month-to-month,Yes,Electronic check,57.17,292.5,0
Male,0,No,No,50,Yes,Fiber optic,Two year,Yes,Electronic check,77.53,3880.26,0
Male,0,No,No,43,Yes,Fiber optic,Two year,Yes,Bank transfer,73.91,3246.5,0
Male,0,Yes,No,64,Yes,DSL,One year,Yes,Bank transfer,57.74,3659.03,0
Male,0,Yes,No,42,Yes,Fiber optic,Month-to-month,No,Credit card,57.39,2406.72,1
Male,0,No,No,55,Yes,DSL,Month-to-month,No,Electronic check,49.14,2678.66,0
Male,0,No,No,57,Yes,DSL,Month-to-month,Yes,Bank transfer,38.68,2244.4,0
Female,0,No,No,1,No,DSL,Month-to-month,No,Credit card,47.13,0.0,1
Female,0,No,No,11,Yes,No,Month-to-month,Yes,Bank transfer,37.93,401.14,1
Female,0,Yes,No,57,Yes,DSL,One year,Yes,Credit card,58.75,3255.77,0
Male,0,No,No,13,Yes,DSL,One year,Yes,Credit card,55.3,748.62,0
Male,0,Yes,No,15,Yes,No,Two year,Yes,Credit card,23.55,415.59,0
Male,0,No,Yes,55,Yes,DSL,Month-to-month,No,Credit card,42.05,2358.29,0
Female,0,Yes,No,15,No,No,Month-to-month,No,Bank transfer,26.5,438.13,0
Male,0,No,Yes,11,Yes,Fiber optic,Month-to-month,No,Mailed check,78.89,909.76,1
Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Credit card,73.28,108.26,0
Male,0,No,No,34,Yes,Fiber optic,One year,No,Credit card,57.31,1979.26,1
Female,0,No,Yes,46,Yes,Fiber optic,One year,Yes,Electronic check,70.84,3292.59,0
Male,0,No,No,53,Yes,DSL,Month-to-month,Yes,Electronic check,34.69,1805.79,0
Male,0,No,No,66,Yes,No,Month-to-month,Yes,Electronic check,31.43,2064.37,0
Female,0,Yes,Yes,47,Yes,No,Two year,No,Credit card,19.46,918.13,0
Female,1,Yes,No,55,Yes,No,Month-to-month,No,Electronic check,20.22,1095.31,0
Male,0,No,Yes,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.54,1146.32,0
Male,0,No,No,25,Yes,Fiber optic,One year,No,Mailed check,74.48,1800.25,0
Female,0,No,No,22,Yes,Fiber optic,One year,Yes,Electronic check,71.86,1592.42,1
Female,0,No,Yes,5,Yes,DSL,Month-to-month,Yes,Credit card,67.53,382.94,0
Female,0,No,Yes,70,Yes,Fiber optic,Two year,No,Mailed check,75.08,5256.07,0
Male,0,No,Yes,18,Yes,Fiber optic,Two year,No,Electronic check,64.84,1305.36,1
Male,1,No,No,33,Yes,Fiber optic,Month-to-month,No,Electronic check,79.15,2565.96,0
Female,1,No,Yes,26,No,DSL,Month-to-month,No,Bank transfer,52.71,1392.71,0
Male,0,Yes,No,4,Yes,Fiber optic,One year,Yes,Bank transfer,80.13,385.08,1
Male,0,No,Yes,66,Yes,Fiber optic,One year,No,Mailed check,72.25,4821.78,0
Female,0,Yes,No,16,No,Fiber optic,Month-to-month,No,Electronic check,73.04,1201.39,0
Female,0,No,Yes,8,Yes,No,Month-to-month,Yes,Credit card,18.0,197.51,0
Male,0,No,No,25,Yes,Fiber optic,One year,Yes,Bank transfer,70.49,1765.02,0
Female,1,No,Yes,11,Yes,DSL,Month-to-month,Yes,Bank transfer,54.55,683.19,1
Male,0,Yes,No,72,Yes,DSL,Month-to-month,No,Mailed check,41.81,3074.48,0
Female,0,No,No,14,No,Fiber optic,Month-to-month,No,Credit card,68.23,912.61,0
Female,1,Yes,Yes,22,Yes,Fiber optic,Month-to-month,No,Bank transfer,78.49,1742.86,0
Male,0,No,No,20,No,No,Two year,Yes,Mailed check,24.97,422.04,0
Female,0,Yes,Yes,2,Yes,DSL,One year,Yes,Credit card,38.7,153.49,0
Male,1,Yes,No,1,Yes,DSL,Month-to-month,Yes,Credit card,52.81,64.02,1
Female,0,No,No,37,Yes,Fiber optic,Two year,Yes,Bank transfer,66.26,2519.06,0
Male,0,No,No,17,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,71.55,1210.88,1
Male,0,Yes,Yes,7,Yes,No,Month-to-month,Yes,Mailed check,25.68,86.95,0
Female,1,Yes,Yes,21,Yes,No,Month-to-month,Yes,Mailed check,26.71,692.78,1
Female,0,Yes,Yes,20,Yes,Fiber optic,One year,Yes,Electronic check,66.39,1334.35,0
Male,0,No,Yes,31,Yes,Fiber optic,One year,No,Bank transfer,70.54,2136.73,0
Female,0,Yes,Yes,72,Yes,DSL,One year,Yes,Mailed check,57.7,4211.69,0
Female,0,Yes,No,23,No,Fiber optic,Month-to-month,Yes,Electronic check,72.23,1763.08,0
Male,1,Yes,No,51,Yes,No,Month-to-month,Yes,Credit card,41.38,2100.26,0
Female,0,Yes,No,56,Yes,Fiber optic,Month-to-month,No,Electronic check,79.07,4422.96,0
Female,1,Yes,No,4,Yes,No,Two year,No,Credit card,41.97,179.78,0
Male,0,No,Yes,37,Yes,DSL,Month-to-month,No,Electronic check,60.95,2199.6,1
Male,0,No,No,33,No,DSL,One year,No,Electronic check,62.5,2027.97,1
Female,1,Yes,Yes,37,Yes,Fiber optic,One year,No,Electronic check,65.77,2522.59,0
Male,0,No,Yes,13,Yes,No,Month-to-month,No,Mailed check,30.18,385.73,1
Female,0,No,No,34,Yes,DSL,Month-to-month,Yes,Mailed check,59.75,1989.62,0
Female,1,Yes,No,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.19,753.11,0
Male,0,No,No,69,No,DSL,One year,Yes,Bank transfer,43.83,3077.91,0
Male,0,No,Yes,43,Yes,Fiber optic,Two year,Yes,Mailed check,75.26,3137.39,0
Female,1,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.6,239.53,1
Male,0,Yes,Yes,37,Yes,DSL,Two year,Yes,Electronic check,64.78,2519.97,0
Male,0,Yes,Yes,67,No,Fiber optic,Month-to-month,Yes,Electronic check,58.9,4047.85,0
Female,0,Yes,No,54,No,Fiber optic,Month-to-month,Yes,Electronic check,63.85,3476.56,0
Female,0,Yes,Yes,20,Yes,Fiber optic,Two year,Yes,Electronic check,55.51,1176.02,0
Female,0,No,No,65,Yes,DSL,Two year,Yes,Bank transfer,51.16,3390.74,0
Female,0,No,No,14,Yes,DSL,Month-to-month,Yes,Bank transfer,68.11,947.25,0
Female,0,No,Yes,18,Yes,No,One year,Yes,Credit card,24.65,489.94,0
Male,0,No,No,12,Yes,Fiber optic,Two year,No,Bank transfer,70.81,939.15,0
Female,0,No,No,67,Yes,Fiber optic,One year,Yes,Mailed check,74.4,4921.61,0
Female,0,Yes,No,52,No,Fiber optic,One year,Yes,Electronic check,69.07,3620.47,0
Female,0,Yes,No,38,Yes,No,Month-to-month,Yes,Electronic check,27.93,1079.41,0
Female,0,Yes,No,49,Yes,DSL,Month-to-month,Yes,Bank transfer,53.14,2609.02,0
Male,0,Yes,Yes,19,Yes,Fiber optic,One year,Yes,Electronic check,63.24,1202.29,0
Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.25,427.08,1
Male,1,Yes,No,61,Yes,DSL,Month-to-month,Yes,Credit card,60.94,3733.12,0
Female,0,Yes,Yes,70,Yes,DSL,Month-to-month,No,Electronic check,57.43,4076.03,0
Male,0,Yes,No,3,No,Fiber optic,Month-to-month,No,Electronic check,80.39,265.0,1
Male,1,No,No,4,Yes,No,Month-to-month,Yes,Credit card,32.68,121.83,1
Male,0,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Electronic check,72.85,2944.85,0
Female,0,Yes,No,4,Yes,DSL,Month-to-month,No,Mailed check,56.0,200.38,1
Female,0,Yes,No,52,Yes,No,Month-to-month,Yes,Electronic check,20.24,1065.54,0
Male,0,Yes,No,69,Yes,DSL,Two year,No,Mailed check,44.91,3063.49,0
Male,0,No,No,21,No,DSL,One year,Yes,Credit card,49.0,1076.29,0
Male,0,Yes,No,22,Yes,No,Month-to-month,Yes,Bank transfer,18.0,417.5,1
Male,0,No,Yes,63,Yes,Fiber optic,Month-to-month,Yes,Mailed check,73.26,4672.56,0
Female,0,No,Yes,26,Yes,No,Month-to-month,No,Electronic check,33.39,836.2,1
Male,1,No,No,18,Yes,Fiber optic,One year,No,Mailed check,69.32,1206.21,0
Male,0,Yes,No,7,Yes,Fiber optic,One year,No,Bank transfer,73.48,571.16,0
Male,0,Yes,No,61,Yes,DSL,One year,Yes,Electronic check,44.97,2749.67,0
Male,0,Yes,Yes,67,Yes,DSL,One year,No,Electronic check,41.87,2795.16,0
Female,1,No,Yes,6,Yes,No,Month-to-month,Yes,Bank transfer,46.44,313.57,0
Female,0,Yes,No,58,Yes,No,Month-to-month,Yes,Credit card,18.0,1077.07,0
Male,0,Yes,No,12,Yes,DSL,Month-to-month,No,Credit card,39.77,414.45,0
Female,0,Yes,Yes,10,Yes,DSL,Month-to-month,No,Credit card,51.72,586.43,1
Male,0,No,No,28,Yes,DSL,Month-to-month,Yes,Mailed check,52.15,1439.68,0
Male,0,No,No,32,No,DSL,One year,Yes,Bank transfer,55.34,1855.88,0
Male,0,Yes,No,62,Yes,No,Month-to-month,Yes,Credit card,41.01,2475.94,0
Male,0,No,Yes,51,Yes,DSL,One year,Yes,Electronic check,43.78,2248.65,0
Male,1,No,No,11,No,Fiber optic,Month-to-month,Yes,Mailed check,70.37,764.79,1
Female,0,No,No,43,Yes,No,Month-to-month,No,Electronic check,37.87,1529.65,0
Female,0,No,No,64,Yes,Fiber optic,One year,Yes,Credit card,77.51,4993.55,0
Female,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,No,Credit card,76.4,3571.0,0
Male,0,No,No,17,Yes,DSL,Month-to-month,Yes,Credit card,45.28,755.18,0
Male,0,No,No,10,Yes,DSL,Month-to-month,Yes,Electronic check,59.01,645.31,1
Male,0,No,Yes,33,Yes,DSL,One year,Yes,Credit card,56.43,1835.69,0
Male,0,No,No,34,Yes,DSL,Month-to-month,Yes,Electronic check,51.52,1706.49,0
Male,0,No,No,26,Yes,DSL,Two year,Yes,Electronic check,45.32,1218.34,0
Female,0,Yes,No,8,No,DSL,Two year,No,Bank transfer,50.85,394.32,0
Female,0,No,Yes,9,Yes,DSL,Two year,No,Bank transfer,63.19,548.46,0
Female,0,No,No,39,Yes,DSL,Month-to-month,Yes,Credit card,41.25,1672.5,0
Female,0,Yes,Yes,68,Yes,No,One year,Yes,Electronic check,18.6,1206.44,0
Female,0,Yes,No,44,Yes,DSL,Month-to-month,No,Mailed check,44.98,1956.14,0
Female,0,No,No,32,Yes,Fiber optic,Two year,Yes,Mailed check,66.71,2178.04,0
Male,0,Yes,Yes,68,Yes,No,Month-to-month,No,Electronic check,24.87,1629.56,1
Female,0,No,Yes,50,No,DSL,Month-to-month,No,Credit card,57.67,2972.27,0
Female,1,No,Yes,52,Yes,Fiber optic,Month-to-month,No,Electronic check,78.69,4081.04,0
Female,1,No,No,42,Yes,No,Two year,Yes,Electronic check,30.49,1324.31,0
Female,0,Yes,No,55,Yes,Fiber optic,Two year,No,Mailed check,72.22,4015.72,0
Male,0,Yes,No,37,Yes,DSL,Month-to-month,Yes,Bank transfer,54.99,2027.02,0
Female,0,No,Yes,45,Yes,Fiber optic,Month-to-month,Yes,Credit card,56.55,2520.8,0
Male,0,No,Yes,45,Yes,Fiber optic,One year,No,Electronic check,78.57,3533.5,0
Female,0,Yes,Yes,55,Yes,DSL,Two year,Yes,Electronic check,43.39,2422.08,0
Female,1,Yes,No,65,Yes,DSL,One year,No,Credit card,51.45,3294.93,0
Female,1,Yes,No,22,Yes,DSL,Month-to-month,Yes,Bank transfer,57.72,1209.68,0
Male,0,No,No,51,Yes,No,One year,Yes,Mailed check,24.4,1318.61,0
Female,0,No,Yes,3,Yes,DSL,Two year,No,Electronic check,53.9,124.96,0
Female,0,Yes,No,39,Yes,DSL,Month-to-month,No,Credit card,51.13,2011.77,0
Male,0,Yes,Yes,65,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,67.69,4389.74,0
Male,1,Yes,No,47,Yes,No,Month-to-month,No,Electronic check,42.23,1976.92,1
Female,0,No,No,20,Yes,DSL,Month-to-month,Yes,Electronic check,55.66,1184.72,0
Female,1,Yes,No,44,Yes,DSL,One year,No,Electronic check,57.42,2522.22,0
Female,0,Yes,No,26,Yes,Fiber optic,Month-to-month,No,Electronic check,75.54,1946.2,1
Female,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,No,Electronic check,64.36,2046.03,1
Male,0,No,No,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.4,1460.63,1
Female,0,Yes,Yes,45,Yes,No,Two year,Yes,Electronic check,18.0,776.5,0
Male,0,Yes,No,15,Yes,DSL,Two year,No,Mailed check,50.91,738.68,0
Female,0,No,Yes,32,Yes,DSL,Month-to-month,Yes,Mailed check,47.71,1609.88,0
Male,0,Yes,Yes,68,Yes,DSL,One year,Yes,Mailed check,47.4,3258.77,0
Female,1,Yes,Yes,55,No,DSL,Month-to-month,No,Credit card,51.37,2808.09,0
Male,0,No,Yes,30,Yes,Fiber optic,Two year,No,Electronic check,63.83,1963.98,1
Female,0,No,No,70,Yes,Fiber optic,One year,No,Credit card,79.51,5486.34,0
Male,0,Yes,No,2,Yes,DSL,Month-to-month,No,Credit card,40.36,149.5,0
Male,0,Yes,Yes,70,Yes,Fiber optic,Two year,No,Credit card,77.87,5515.66,0
Female,0,Yes,No,26,Yes,DSL,Month-to-month,Yes,Electronic check,55.19,1546.76,0
Male,0,No,No,60,Yes,Fiber optic,One year,No,Electronic check,66.95,4067.58,0
Female,0,No,Yes,69,Yes,DSL,Month-to-month,No,Bank transfer,54.26,3765.8,1
Female,0,No,No,44,Yes,Fiber optic,One year,No,Electronic check,68.74,3089.12,0
Female,1,No,No,44,Yes,DSL,Month-to-month,Yes,Electronic check,46.19,2001.07,1
Male,0,Yes,No,54,Yes,No,Month-to-month,Yes,Electronic check,18.0,952.23,0
Male,1,No,No,18,Yes,No,Month-to-month,Yes,Bank transfer,35.24,631.11,1
Male,0,No,No,13,No,No,Two year,No,Credit card,29.83,456.23,0
Female,0,Yes,Yes,25,Yes,No,Month-to-month,Yes,Electronic check,26.94,630.71,0
Female,0,No,Yes,35,Yes,DSL,One year,No,Credit card,46.87,1592.35,0
Female,0,No,No,54,No,Fiber optic,Month-to-month,No,Bank transfer,68.48,3709.75,0
Female,0,No,No,19,Yes,DSL,Two year,Yes,Electronic check,47.4,936.48,0
Male,0,No,No,41,Yes,No,Month-to-month,No,Mailed check,18.0,702.85,0
Male,0,Yes,Yes,1,Yes,DSL,One year,Yes,Electronic check,50.49,84.01,0
Male,0,Yes,Yes,3,Yes,DSL,Two year,Yes,Credit card,54.18,230.96,0
Male,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,70.54,4997.82,0
Male,0,No,Yes,62,Yes,DSL,Month-to-month,Yes,Bank transfer,64.15,3994.96,1
Male,0,No,Yes,63,Yes,Fiber optic,Two year,No,Bank transfer,61.96,3898.95,0
Male,0,Yes,No,24,Yes,DSL,Month-to-month,Yes,Electronic check,44.71,1159.82,1
Male,1,Yes,No,37,Yes,Fiber optic,Month-to-month,Yes,Credit card,76.06,2814.99,0
Female,0,Yes,No,49,Yes,No,Month-to-month,Yes,Credit card,26.95,1367.57,1
Female,1,No,No,19,Yes,Fiber optic,Two year,No,Bank transfer,59.79,1233.92,0
Female,0,Yes,Yes,54,Yes,DSL,Two year,Yes,Mailed check,54.82,3002.04,0
Male,0,Yes,No,50,Yes,DSL,One year,Yes,Electronic check,51.99,2549.65,0
